Intern_ID,Completion_Time,Feedback_Rating,Attendance,Performance_Score
INT5681,2.81,5.0,72.33,90.53
INT5682,3.78,1.84,62.98,44.9
INT5683,6.69,1.81,57.83,28.42
INT5684,2.12,4.84,64.37,84.44
INT5685,1.81,2.05,66.4,88.47
INT5686,5.29,3.96,36.86,68.75
INT5687,4.25,5.0,82.77,86.69
INT5688,6.71,1.0,63.66,32.09
INT5689,1.4,1.0,52.55,61.64
INT5690,4.44,3.61,68.66,75.86
INT5691,2.82,1.8,92.78,67.27
INT5692,,3.53,74.92,84.3
INT5693,5.11,4.72,98.24,71.5
INT5694,4.55,1.0,50.82,48.78
INT5695,5.84,1.0,0.0,47.11
INT5696,2.5,,59.67,64.57
INT5697,3.84,5.0,52.78,87.28
INT5698,3.41,3.63,76.82,82.99
INT5699,7.0,3.29,80.2,62.16
INT5700,2.28,1.0,87.76,82.19
INT5701,2.86,1.0,86.3,65.33
INT5702,3.19,1.28,52.17,47.03
INT5703,4.73,1.0,90.13,66.88
INT5704,2.69,1.0,0.0,53.9
INT5705,6.87,2.64,46.93,37.17
INT5706,2.98,2.53,76.88,71.44
INT5707,6.28,2.47,80.62,51.91
INT5708,1.26,1.0,17.74,53.58
INT5709,5.07,3.16,70.87,69.69
INT5710,6.81,2.2,66.78,52.22
INT5711,1.58,2.91,67.52,54.6
INT5712,6.87,4.0,54.57,61.27
INT5713,3.33,3.0,57.99,50.86
INT5714,6.2,5.0,58.09,65.43
INT5715,5.24,1.0,68.66,36.59
INT5716,2.99,3.53,94.72,91.86
INT5717,,1.8,60.3,55.71
INT5718,3.18,2.03,45.33,80.19
INT5719,,3.25,65.58,76.19
INT5720,1.47,4.75,,92.42
INT5721,1.99,1.61,52.51,65.62
INT5722,3.54,2.88,59.83,51.64
INT5723,5.54,3.87,3.54,63.2
INT5724,,2.89,99.65,66.43
INT5725,2.17,5.0,78.54,94.84
INT5726,5.05,1.8,56.95,42.47
INT5727,2.47,1.0,63.61,69.12
INT5728,1.37,2.89,58.39,82.28
INT5729,1.79,3.37,56.23,62.88
INT5730,,3.47,89.86,51.22
INT5731,6.04,4.84,74.79,66.59
INT5732,2.85,4.94,81.56,82.75
INT5733,4.95,2.69,32.65,78.02
INT5734,4.41,3.3,9.94,64.25
INT5735,4.78,4.63,62.88,61.99
INT5736,5.25,1.45,0.46,52.1
INT5737,4.31,1.03,9.53,59.36
INT5738,2.4,3.8,21.77,78.9
INT5739,1.4,3.96,3.75,72.72
INT5740,3.38,3.51,92.61,74.7
INT5741,6.07,2.41,56.02,46.63
INT5742,4.8,1.85,94.87,80.89
INT5743,6.16,4.47,53.97,72.32
INT5744,6.95,4.47,67.45,57.78
INT5745,1.69,3.69,42.32,73.21
INT5746,4.99,3.92,77.97,77.55
INT5747,5.12,4.36,23.61,59.64
INT5748,6.54,1.04,89.95,40.0
INT5749,6.89,1.0,98.66,40.9
INT5750,5.03,2.75,59.06,36.59
INT5751,2.44,1.0,94.76,81.29
INT5752,5.4,4.0,77.84,71.7
INT5753,1.25,2.05,0.0,79.61
INT5754,6.14,1.0,58.8,52.88
INT5755,6.94,5.0,53.66,74.39
INT5756,3.23,4.0,52.99,78.58
INT5757,5.07,2.66,94.16,78.72
INT5758,3.74,2.87,83.71,65.06
INT5759,3.25,1.0,68.51,52.5
INT5760,2.66,1.0,59.52,47.99
INT5761,5.38,2.23,90.83,47.77
INT5762,6.72,2.97,80.16,46.98
INT5763,6.72,2.21,68.02,52.79
INT5764,2.47,1.0,40.98,61.0
INT5765,6.54,1.34,,42.8
INT5766,5.78,1.0,66.95,49.86
INT5767,2.91,2.53,54.48,76.83
INT5768,1.7,2.46,95.56,89.25
INT5769,2.44,3.0,69.37,70.19
INT5770,6.19,3.6,40.73,44.99
INT5771,4.87,3.28,60.22,56.21
INT5772,5.52,2.99,94.87,55.35
INT5773,2.43,1.0,22.42,57.2
INT5774,5.67,5.0,44.23,74.68
INT5775,1.63,2.92,9.26,100.0
INT5776,3.32,3.39,51.75,67.76
INT5777,4.72,5.0,91.44,87.55
INT5778,2.22,2.57,70.53,78.07
INT5779,5.46,1.0,82.9,44.08
INT5780,2.04,,68.62,89.71
INT5781,5.26,3.0,54.12,51.84
INT5782,3.66,2.73,62.71,74.29
INT5783,4.5,2.81,51.1,52.08
INT5784,2.03,3.37,97.39,77.09
INT5785,1.0,2.58,8.29,78.47
INT5786,6.59,2.55,91.2,53.26
INT5787,2.75,1.0,58.46,63.23
INT5788,5.6,1.0,69.61,50.62
INT5789,6.78,3.17,70.75,51.39
INT5790,2.69,4.64,27.36,86.45
INT5791,2.27,3.19,93.29,91.83
INT5792,4.65,4.43,45.6,59.85
INT5793,6.77,,68.31,37.7
INT5794,6.08,2.24,83.12,72.61
INT5795,4.41,1.43,30.53,46.93
INT5796,5.37,3.44,67.36,46.22
INT5797,1.93,3.26,86.68,79.78
INT5798,6.7,4.0,30.82,69.62
INT5799,7.0,1.0,60.04,36.82
INT5800,2.07,1.8,90.38,64.94
INT5801,2.69,1.98,90.27,78.89
INT5802,2.08,1.0,74.88,66.98
INT5803,2.2,4.07,76.33,73.62
INT5804,5.98,1.0,84.8,60.43
INT5805,3.76,1.74,75.46,72.2
INT5806,1.72,3.05,70.85,58.78
INT5807,3.29,1.0,99.74,61.33
INT5808,6.42,3.28,57.38,61.22
INT5809,4.3,2.54,51.73,77.57
INT5810,3.04,1.0,94.29,66.31
INT5811,2.49,2.25,84.36,61.95
INT5812,7.0,1.0,94.05,36.88
INT5813,5.76,1.43,66.82,60.15
INT5814,2.48,5.0,63.6,82.85
INT5815,1.07,1.0,92.56,82.42
INT5816,1.17,3.52,34.95,89.6
INT5817,1.59,5.0,85.48,88.21
INT5818,4.73,3.74,57.39,81.08
INT5819,6.94,2.86,87.79,39.86
INT5820,4.23,1.8,44.1,59.56
INT5821,6.21,1.0,63.43,36.14
INT5822,3.95,4.27,74.73,81.4
INT5823,5.49,4.97,59.14,73.51
INT5824,5.37,2.3,50.59,56.9
INT5825,1.88,1.13,81.87,58.45
INT5826,2.95,1.89,77.08,67.47
INT5827,,2.99,61.01,48.82
INT5828,,2.24,87.65,84.95
INT5829,3.25,1.83,65.17,56.33
INT5830,4.62,1.09,4.82,41.03
INT5831,6.49,1.92,73.56,63.29
INT5832,4.14,3.8,83.81,63.8
INT5833,6.25,4.41,59.86,65.63
INT5834,3.72,2.31,18.7,44.68
INT5835,6.21,5.0,69.82,73.43
INT5836,4.66,3.06,,59.06
INT5837,6.06,5.0,2.69,80.01
INT5838,3.19,2.78,72.39,65.24
INT5839,4.69,4.0,85.35,87.59
INT5840,5.19,5.0,34.11,77.43
INT5841,3.07,1.31,59.61,76.85
INT5842,1.97,4.54,43.92,91.86
INT5843,1.83,3.09,66.78,80.3
INT5844,1.0,2.26,1.09,65.55
INT5845,5.86,1.98,75.71,38.33
INT5846,2.29,3.16,88.32,84.04
INT5847,2.04,3.69,80.01,88.88
INT5848,5.12,3.89,51.16,69.06
INT5849,2.62,2.4,66.07,63.59
INT5850,3.67,4.38,64.91,60.3
INT5851,2.09,2.51,37.21,59.35
INT5852,6.95,,74.28,62.3
INT5853,6.31,1.0,77.11,48.2
INT5854,,2.62,88.31,81.54
INT5855,,2.72,69.66,62.36
INT5856,5.95,3.77,72.0,54.24
INT5857,2.32,3.4,76.75,97.63
INT5858,1.0,2.63,1.08,77.73
INT5859,1.5,1.0,4.28,73.6
INT5860,4.78,4.58,92.56,72.58
INT5861,3.57,2.94,72.75,48.26
INT5862,3.72,5.0,50.01,74.31
INT5863,1.22,2.35,0.99,88.96
INT5864,3.18,1.03,56.22,57.25
INT5865,5.1,3.05,62.23,60.94
INT5866,3.66,1.8,20.77,44.33
INT5867,5.57,4.0,58.99,70.17
INT5868,2.83,4.5,5.67,93.46
INT5869,,5.0,78.98,77.51
INT5870,4.7,3.17,97.8,68.33
INT5871,2.07,2.1,,69.9
INT5872,2.61,2.74,74.28,53.09
INT5873,4.71,2.61,98.87,80.98
INT5874,6.34,3.94,91.32,62.31
INT5875,3.38,4.44,86.43,71.04
INT5876,2.52,2.63,59.45,86.07
INT5877,6.13,1.0,88.47,48.51
INT5878,5.33,1.8,67.38,45.46
INT5879,4.14,1.8,76.53,53.41
INT5880,3.76,1.0,80.46,62.66
INT5881,2.21,1.0,8.34,56.84
INT5882,4.97,2.81,86.33,66.18
INT5883,3.55,1.26,48.66,66.82
INT5884,6.96,1.52,31.67,31.61
INT5885,3.49,3.8,0.0,82.23
INT5886,3.79,3.42,55.93,60.82
INT5887,4.45,3.55,64.8,69.73
INT5888,6.42,3.2,38.28,48.71
INT5889,5.49,2.85,56.23,53.04
INT5890,3.25,4.54,70.93,80.3
INT5891,5.5,1.0,77.47,50.18
INT5892,5.01,4.6,64.27,62.93
INT5893,4.37,4.0,76.57,87.23
INT5894,2.33,4.95,87.16,79.31
INT5895,4.12,3.71,50.67,52.52
INT5896,2.23,1.0,95.02,73.04
INT5897,6.61,3.52,69.33,57.04
INT5898,2.57,5.0,93.46,94.69
INT5899,6.92,1.96,51.95,25.95
INT5900,4.67,1.09,57.28,46.58
INT5901,5.15,2.1,66.13,54.03
INT5902,4.29,1.73,67.27,50.36
INT5903,2.07,3.66,92.39,74.35
INT5904,3.69,1.8,50.56,47.83
INT5905,1.31,2.58,82.06,73.1
INT5906,5.03,2.32,56.57,38.6
INT5907,3.45,2.74,91.16,86.42
INT5908,6.05,1.0,88.93,50.24
INT5909,1.92,1.0,52.41,68.84
INT5910,1.67,1.0,60.63,66.7
INT5911,3.66,2.73,81.72,87.14
INT5912,6.23,2.02,0.7,56.71
INT5913,4.92,4.96,59.5,69.41
INT5914,3.57,3.02,81.33,59.28
INT5915,4.43,2.35,60.69,86.49
INT5916,1.28,3.43,94.55,81.44
INT5917,7.0,3.65,79.66,41.0
INT5918,5.31,1.3,76.93,62.61
INT5919,,2.29,99.92,95.01
INT5920,4.66,5.0,6.32,72.79
INT5921,1.2,5.0,71.01,90.62
INT5922,6.67,4.51,59.13,74.09
INT5923,1.81,1.0,31.91,62.2
INT5924,4.54,4.3,17.3,49.47
INT5925,2.36,2.66,81.7,57.76
INT5926,5.16,5.0,54.79,74.37
INT5927,5.89,1.0,68.66,38.74
INT5928,5.14,5.0,7.52,76.96
INT5929,5.1,1.32,77.38,61.32
INT5930,6.0,2.27,99.58,55.95
INT5931,1.03,2.76,61.05,53.88
INT5932,3.02,3.91,68.79,59.22
INT5933,1.99,5.0,56.61,86.47
INT5934,7.0,1.0,80.38,35.99
INT5935,3.35,4.23,59.3,67.81
INT5936,5.39,1.8,74.1,44.85
INT5937,4.97,3.28,62.29,55.29
INT5938,2.14,2.49,54.76,62.63
INT5939,2.36,1.01,76.96,68.57
INT5940,2.21,4.31,58.56,81.67
INT5941,3.05,1.74,70.28,67.89
INT5942,2.42,2.9,71.76,61.66
INT5943,1.0,3.16,6.19,94.66
INT5944,6.56,1.37,,44.43
INT5945,6.56,3.64,86.72,48.19
INT5946,2.65,4.78,70.01,76.61
INT5947,2.77,1.0,86.77,67.64
INT5948,1.0,4.52,1.44,91.16
INT5949,4.62,1.97,52.73,51.77
INT5950,5.59,3.89,72.8,64.83
INT5951,1.7,5.0,87.34,95.12
INT5952,1.77,1.0,79.16,66.0
INT5953,6.04,2.14,58.76,52.14
INT5954,5.04,1.28,67.02,57.19
INT5955,1.0,1.4,5.22,68.02
INT5956,4.36,3.24,63.07,67.68
INT5957,2.98,4.84,0.06,77.48
INT5958,3.51,1.94,75.74,71.66
INT5959,6.08,1.15,92.74,71.0
INT5960,5.38,2.04,87.1,45.79
INT5961,3.31,4.02,91.76,76.47
INT5962,6.91,4.97,94.18,68.02
INT5963,3.77,4.1,70.81,68.57
INT5964,5.19,2.86,67.3,46.27
INT5965,4.08,5.0,52.88,70.2
INT5966,6.18,1.45,96.52,51.82
INT5967,6.02,2.18,15.86,54.06
INT5968,1.51,3.75,65.82,87.43
INT5969,6.28,1.52,68.91,51.66
INT5970,6.19,3.68,97.44,77.41
INT5971,5.99,2.54,70.98,68.1
INT5972,2.55,2.62,90.83,66.18
INT5973,5.71,2.73,0.0,71.05
INT5974,5.61,2.85,64.95,58.18
INT5975,2.49,3.6,51.05,80.15
INT5976,6.68,5.0,99.9,75.09
INT5977,1.49,3.67,0.07,75.41
INT5978,1.78,4.14,96.82,93.35
INT5979,4.27,1.51,89.31,62.18
INT5980,4.47,3.24,89.79,59.19
INT5981,4.53,3.43,33.87,68.79
INT5982,1.22,5.0,3.17,95.35
INT5983,6.7,4.37,33.21,67.27
INT5984,1.58,2.57,6.77,92.23
INT5985,2.05,2.9,97.97,88.71
INT5986,1.0,1.33,4.84,78.96
INT5987,4.39,,64.81,83.02
INT5988,6.79,3.08,62.26,48.18
INT5989,4.59,3.78,99.43,79.34
INT5990,6.23,4.73,53.33,51.78
INT5991,1.0,1.43,9.78,95.61
INT5992,4.25,2.37,67.77,63.81
INT5993,4.2,2.86,70.94,91.01
INT5994,4.06,4.09,61.52,75.94
INT5995,1.35,2.75,23.58,90.15
INT5996,4.62,1.8,,37.47
INT5997,3.65,3.09,97.6,72.42
INT5998,5.67,4.67,84.95,73.5
INT5999,3.9,4.78,87.75,78.91
INT6000,1.76,2.62,87.88,99.13
INT6001,5.31,1.0,53.03,40.82
INT6002,1.86,1.0,60.16,57.4
INT6003,6.27,1.89,74.56,50.16
INT6004,4.75,1.92,0.0,41.49
INT6005,1.97,3.9,39.35,98.84
INT6006,6.75,1.0,89.07,47.14
INT6007,3.95,1.89,22.68,61.64
INT6008,1.85,1.0,83.02,68.64
INT6009,4.71,2.09,27.1,56.53
INT6010,,,53.15,62.13
INT6011,,1.8,70.41,38.38
INT6012,5.48,3.94,92.05,57.99
INT6013,7.0,2.37,57.25,42.2
INT6014,4.02,5.0,77.73,90.62
INT6015,3.89,1.0,,63.87
INT6016,5.79,1.18,25.93,55.47
INT6017,2.16,4.0,37.43,100.0
INT6018,4.17,3.97,95.57,85.2
INT6019,4.59,5.0,75.61,89.76
INT6020,1.3,4.0,57.87,89.4
INT6021,3.67,4.56,4.82,68.98
INT6022,5.72,3.59,79.61,64.39
INT6023,5.66,3.04,51.35,32.13
INT6024,1.2,3.56,54.53,67.68
INT6025,1.36,5.0,2.36,90.73
INT6026,2.11,2.82,56.81,68.53
INT6027,6.38,2.81,62.97,65.37
INT6028,1.59,5.0,72.71,88.6
INT6029,5.56,1.01,30.43,45.46
INT6030,,4.0,94.53,100.0
INT6031,4.46,2.64,47.69,68.82
INT6032,3.05,1.8,70.11,66.49
INT6033,5.61,2.46,76.35,68.87
INT6034,2.03,2.47,54.49,70.38
INT6035,5.33,4.8,73.16,70.1
INT6036,2.19,3.99,91.1,84.07
INT6037,5.5,4.13,59.71,51.96
INT6038,,,54.56,60.82
INT6039,2.14,3.14,66.47,77.37
INT6040,6.09,3.36,69.44,54.72
INT6041,4.96,3.04,39.74,50.31
INT6042,1.6,5.0,9.63,89.16
INT6043,3.08,1.0,62.54,44.9
INT6044,1.99,2.45,,90.91
INT6045,5.22,4.04,69.3,50.76
INT6046,5.17,5.0,81.63,67.56
INT6047,1.36,3.69,76.82,94.87
INT6048,4.32,3.21,77.45,49.56
INT6049,5.43,3.07,62.43,56.53
INT6050,6.61,3.86,76.08,67.79
INT6051,4.11,2.03,51.18,74.17
INT6052,6.89,2.1,71.59,54.83
INT6053,3.75,,78.63,74.77
INT6054,3.46,3.03,59.1,74.82
INT6055,5.59,5.0,62.83,66.96
INT6056,3.73,3.05,60.98,76.29
INT6057,3.83,3.22,53.53,58.39
INT6058,4.35,5.0,67.39,84.66
INT6059,5.71,3.54,98.95,62.12
INT6060,5.66,2.7,67.69,40.6
INT6061,3.59,3.25,73.03,65.63
INT6062,2.87,2.31,47.05,61.32
INT6063,4.07,1.0,82.42,57.72
INT6064,4.94,1.13,97.49,59.5
INT6065,2.92,2.01,92.88,63.04
INT6066,5.61,3.55,89.7,75.2
INT6067,3.92,1.0,97.58,56.29
INT6068,3.4,3.41,61.54,54.51
INT6069,1.23,1.0,44.0,65.77
INT6070,2.38,1.0,94.36,60.87
INT6071,6.58,3.67,2.38,47.12
INT6072,2.62,3.09,98.87,79.97
INT6073,2.5,4.66,55.02,90.85
INT6074,3.99,3.5,38.13,83.81
INT6075,2.73,3.5,98.87,94.65
INT6076,1.54,1.8,8.74,65.47
INT6077,2.93,1.86,86.98,64.45
INT6078,4.63,1.8,51.52,40.57
INT6079,4.08,,84.74,79.96
INT6080,2.86,2.88,0.0,58.6
INT6081,3.43,,69.14,72.47
INT6082,6.83,1.8,51.06,38.36
INT6083,3.05,3.57,51.4,51.51
INT6084,2.2,3.96,,96.2
INT6085,2.95,5.0,7.85,83.84
INT6086,4.15,4.15,4.31,77.32
INT6087,5.7,1.29,52.73,53.03
INT6088,2.63,5.0,90.24,90.8
INT6089,5.7,3.38,90.49,70.24
INT6090,1.31,4.0,3.59,98.58
INT6091,3.53,3.73,65.08,60.17
INT6092,6.04,4.18,,70.78
INT6093,3.1,4.56,76.27,76.78
INT6094,4.01,3.37,97.83,63.88
INT6095,2.1,4.0,74.05,86.38
INT6096,5.4,5.0,83.85,86.66
INT6097,1.75,1.98,75.49,78.9
INT6098,6.28,4.16,97.15,58.74
INT6099,2.57,3.69,69.93,72.87
INT6100,6.51,4.0,61.49,68.6
INT6101,2.93,3.38,66.33,73.2
INT6102,5.56,1.98,24.22,48.25
INT6103,2.62,2.17,74.9,79.53
INT6104,6.35,1.0,67.71,33.25
INT6105,2.07,3.91,77.21,90.98
INT6106,2.18,3.11,24.25,64.77
INT6107,4.29,2.69,50.27,62.21
INT6108,1.24,2.19,64.03,86.33
INT6109,2.43,1.0,80.25,56.78
INT6110,6.36,2.43,6.9,46.21
INT6111,,3.39,91.33,53.16
INT6112,3.19,1.8,67.07,70.94
INT6113,6.6,3.95,14.57,48.42
INT6114,3.91,4.79,87.03,90.3
INT6115,2.48,4.0,53.73,76.72
INT6116,5.38,3.54,5.72,72.52
INT6117,5.01,4.0,56.24,76.48
INT6118,6.98,3.96,72.43,47.08
INT6119,2.6,1.19,60.56,59.8
INT6120,5.47,1.0,64.35,53.02
INT6121,1.74,5.0,82.39,94.58
INT6122,1.54,3.52,1.92,80.7
INT6123,1.0,2.74,0.0,77.53
INT6124,7.0,1.0,70.62,48.75
INT6125,5.41,1.03,58.45,52.93
INT6126,5.52,4.71,28.2,57.97
INT6127,3.79,3.55,0.0,74.65
INT6128,2.52,2.32,52.89,57.94
INT6129,2.05,5.0,80.93,97.85
INT6130,2.59,1.77,63.25,72.87
INT6131,2.93,4.79,9.28,82.87
INT6132,5.93,2.72,69.36,78.71
INT6133,4.61,5.0,90.81,85.41
INT6134,1.82,1.0,40.28,62.23
INT6135,1.0,1.8,8.46,59.87
INT6136,1.17,1.91,75.06,79.05
INT6137,3.07,2.53,82.31,74.05
INT6138,6.38,3.36,79.98,65.15
INT6139,4.54,2.78,64.61,82.97
INT6140,6.18,2.25,52.84,33.13
INT6141,4.29,1.0,36.27,62.63
INT6142,3.49,1.57,61.93,55.57
INT6143,1.88,4.38,87.96,99.91
INT6144,6.35,5.0,93.64,75.72
INT6145,5.97,1.0,64.07,53.96
INT6146,2.46,1.22,54.76,58.88
INT6147,4.17,2.14,62.67,74.29
INT6148,3.57,2.79,55.2,66.55
INT6149,4.41,2.22,44.56,59.83
INT6150,6.76,3.55,76.91,67.84
INT6151,4.31,3.9,98.68,94.19
INT6152,4.65,3.03,69.97,64.03
INT6153,1.41,4.86,40.05,78.63
INT6154,1.56,1.99,58.34,67.41
INT6155,1.63,3.14,29.64,75.4
INT6156,1.19,4.36,9.11,74.7
INT6157,5.39,3.81,88.11,53.48
INT6158,5.55,1.07,53.05,37.07
INT6159,1.7,1.0,99.87,75.78
INT6160,6.5,2.59,76.13,42.73
INT6161,2.1,3.97,77.21,85.09
INT6162,2.97,3.21,67.88,79.07
INT6163,,1.43,84.51,86.08
INT6164,3.73,1.55,73.57,68.28
INT6165,2.23,3.48,66.45,65.68
INT6166,4.24,5.0,63.26,78.41
INT6167,3.1,2.7,96.28,78.9
INT6168,6.88,4.75,64.55,64.65
INT6169,1.0,1.0,71.82,77.4
INT6170,1.97,2.6,67.52,80.97
INT6171,1.29,1.0,54.31,53.81
INT6172,4.89,1.61,59.3,63.87
INT6173,1.51,2.41,59.48,95.13
INT6174,6.14,3.77,84.68,80.24
INT6175,3.86,5.0,34.5,83.64
INT6176,4.5,1.13,89.1,63.28
INT6177,4.42,4.1,85.45,69.25
INT6178,2.01,3.6,59.6,71.89
INT6179,2.68,3.06,53.88,84.06
INT6180,2.69,1.0,87.15,63.46
INT6181,4.59,5.0,81.65,83.23
INT6182,2.44,4.0,80.0,93.63
INT6183,1.33,1.8,86.98,80.84
INT6184,6.67,1.0,52.84,39.9
INT6185,1.43,3.16,8.21,74.05
INT6186,5.56,3.54,63.63,63.98
INT6187,5.72,3.85,78.59,57.2
INT6188,2.91,5.0,62.12,89.33
INT6189,1.98,3.48,91.94,93.1
INT6190,2.1,3.38,74.03,87.11
INT6191,5.55,2.24,,63.96
INT6192,4.75,1.0,89.7,48.73
INT6193,5.91,5.0,94.77,82.88
INT6194,6.85,1.51,4.89,62.6
INT6195,4.95,5.0,9.94,79.76
INT6196,2.41,3.95,,79.89
INT6197,2.83,4.64,80.93,82.47
INT6198,5.84,1.02,80.47,44.91
INT6199,2.44,1.53,56.94,83.41
INT6200,1.66,3.86,62.44,84.4
INT6201,5.15,2.11,61.98,67.11
INT6202,3.78,3.88,38.42,83.91
INT6203,6.71,,87.54,48.36
INT6204,5.06,5.0,44.4,85.75
INT6205,1.26,3.98,81.69,98.89
INT6206,6.6,1.0,72.63,40.06
INT6207,2.48,,80.52,91.74
INT6208,3.25,1.96,91.11,66.29
INT6209,3.53,4.56,4.28,73.24
INT6210,1.0,2.15,47.16,73.09
INT6211,3.79,3.87,89.37,89.45
INT6212,1.71,1.0,4.8,60.66
INT6213,3.65,2.79,66.16,64.3
INT6214,3.34,4.31,50.68,65.41
INT6215,5.63,2.1,89.86,55.62
INT6216,5.44,2.58,66.4,66.44
INT6217,1.71,2.32,67.87,64.96
INT6218,2.95,2.87,66.8,74.69
INT6219,3.52,3.92,74.94,90.53
INT6220,1.59,4.0,85.12,94.2
INT6221,5.75,3.44,,80.22
INT6222,5.41,2.24,,57.95
INT6223,2.6,3.1,6.74,73.49
INT6224,,4.67,1.86,70.86
INT6225,2.08,1.0,64.85,57.92
INT6226,4.99,4.0,20.06,79.25
INT6227,1.98,1.38,32.08,72.71
INT6228,7.0,4.41,83.86,75.36
INT6229,6.04,1.8,82.41,46.36
INT6230,3.79,2.29,52.95,72.53
INT6231,4.42,1.41,90.89,60.7
INT6232,6.39,1.0,78.3,41.82
INT6233,,3.68,92.39,76.18
INT6234,2.21,2.92,98.73,71.7
INT6235,3.55,3.66,97.86,87.0
INT6236,6.43,3.02,92.8,67.31
INT6237,4.83,1.8,50.55,39.04
INT6238,4.76,4.53,94.29,82.45
INT6239,6.68,4.41,53.75,48.33
INT6240,6.09,5.0,92.56,68.74
INT6241,6.24,2.8,64.01,50.12
INT6242,1.79,4.22,80.5,86.95
INT6243,3.94,3.81,27.41,55.23
INT6244,5.34,1.8,88.56,52.95
INT6245,5.33,2.17,55.59,57.55
INT6246,4.31,3.56,70.53,62.16
INT6247,2.08,2.36,90.87,78.37
INT6248,5.65,4.49,84.77,66.54
INT6249,5.28,2.76,50.3,59.87
INT6250,1.22,1.8,40.07,58.4
INT6251,4.05,2.15,52.1,59.4
INT6252,,1.65,83.67,79.67
INT6253,2.86,1.0,72.87,64.13
INT6254,1.0,1.74,0.0,77.8
INT6255,3.33,1.8,22.35,52.33
INT6256,4.26,5.0,67.76,87.9
INT6257,4.75,4.75,98.83,77.77
INT6258,5.45,2.15,61.2,44.14
INT6259,6.42,1.0,78.08,40.22
INT6260,2.4,3.68,70.02,85.69
INT6261,1.26,2.56,64.08,78.16
INT6262,6.22,4.95,93.37,75.91
INT6263,1.53,5.0,67.04,91.41
INT6264,7.0,5.0,9.02,63.0
INT6265,5.95,1.0,77.45,48.39
INT6266,4.35,3.93,63.92,72.54
INT6267,7.0,4.0,63.6,64.67
INT6268,1.5,3.12,76.93,85.56
INT6269,2.78,1.73,,76.01
INT6270,4.92,3.15,90.54,62.08
INT6271,2.8,4.13,53.45,63.36
INT6272,,2.94,54.73,61.52
INT6273,1.32,4.0,67.11,92.67
INT6274,3.97,1.52,21.47,66.03
INT6275,4.81,3.96,73.79,79.28
INT6276,4.64,2.49,69.98,52.02
INT6277,2.17,1.8,86.09,64.55
INT6278,3.25,3.93,,75.69
INT6279,6.23,1.0,51.31,45.43
INT6280,2.24,3.34,14.04,81.7
INT6281,6.12,1.0,96.78,55.56
INT6282,4.0,3.17,8.01,74.87
INT6283,5.55,4.03,73.71,66.69
INT6284,5.14,1.0,71.08,54.03
INT6285,2.72,1.8,64.03,61.85
INT6286,3.96,3.39,94.75,78.17
INT6287,,3.97,66.61,74.39
INT6288,4.03,1.49,78.93,71.73
INT6289,7.0,1.0,62.0,29.52
INT6290,4.03,1.8,89.87,57.23
INT6291,1.44,1.28,88.71,71.86
INT6292,3.4,1.0,2.85,59.37
INT6293,,5.0,84.08,65.39
INT6294,3.23,5.0,53.85,86.45
INT6295,5.77,1.83,78.13,47.47
INT6296,5.99,,80.03,55.01
INT6297,3.09,3.54,78.72,60.81
INT6298,1.16,3.63,15.73,91.61
INT6299,,2.01,83.51,64.29
INT6300,3.19,2.62,73.49,75.39
INT6301,5.9,3.46,71.92,52.16
INT6302,3.6,3.32,93.0,84.1
INT6303,4.29,2.34,8.72,53.05
INT6304,5.31,1.0,62.57,50.97
INT6305,3.05,,,75.42
INT6306,3.65,3.16,51.77,62.03
INT6307,2.82,1.97,33.08,58.53
INT6308,2.8,3.2,99.42,62.07
INT6309,4.06,3.27,0.0,55.17
INT6310,6.29,2.46,83.19,53.5
INT6311,3.58,5.0,55.91,72.52
INT6312,4.12,4.46,80.09,87.34
INT6313,4.66,1.0,99.22,52.83
INT6314,2.3,2.77,0.0,65.22
INT6315,2.55,1.57,92.4,63.53
INT6316,6.31,3.81,99.88,60.26
INT6317,4.92,4.32,79.43,57.77
INT6318,4.63,3.72,65.47,68.86
INT6319,4.97,1.0,8.84,51.78
INT6320,1.0,1.38,9.98,90.44
INT6321,4.99,5.0,58.57,77.77
INT6322,4.34,5.0,72.63,87.43
INT6323,4.26,4.0,65.96,78.13
INT6324,2.76,5.0,64.17,82.58
INT6325,1.91,2.62,,100.0
INT6326,2.33,3.54,71.08,63.81
INT6327,6.45,,45.71,35.59
INT6328,3.56,1.0,80.18,57.0
INT6329,3.71,5.0,33.52,74.15
INT6330,1.46,4.0,61.49,99.17
INT6331,1.2,1.0,2.59,68.99
INT6332,5.29,4.35,70.46,64.09
INT6333,4.47,3.79,64.75,70.65
INT6334,4.16,5.0,52.7,82.5
INT6335,2.04,5.0,76.04,78.94
INT6336,,,90.83,78.94
INT6337,1.82,3.98,92.57,76.65
INT6338,2.07,2.2,61.77,65.6
INT6339,3.54,2.17,79.98,69.51
INT6340,2.87,3.33,92.79,75.88
INT6341,2.18,1.81,3.99,52.47
INT6342,5.07,4.73,96.61,77.96
INT6343,5.18,4.81,95.15,74.33
INT6344,5.57,5.0,,64.16
INT6345,3.66,1.38,62.95,56.36
INT6346,1.9,3.89,59.02,73.54
INT6347,2.33,2.24,59.8,66.31
INT6348,7.0,1.86,95.39,37.95
INT6349,4.69,3.05,96.56,70.2
INT6350,5.35,1.8,52.59,40.25
INT6351,1.0,1.0,7.24,64.05
INT6352,4.36,3.82,78.21,75.82
INT6353,1.21,1.0,9.08,61.32
